会社名,路線系統,所属基地,形式,番台,編成名,号車,略号,車両番号,車両ID,始,終,見出しアイコン,車体アイコン,左パンタ,右パンタ,左台車,右台車,左方向,右方向,ATACS-ID,見出し特記事項,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
Osaka Metro,中央線系統,森之宮検車場,400系,,406-06F,5,,402-06,om400-035,2023/7/25,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-06F,6,,409-06,om400-036,2023/7/25,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-07F,1,,406-07,om400-037,2023/8/22,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-07F,2,,401-07,om400-038,2023/8/22,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-07F,3,,408-07,om400-039,2023/8/22,,om400,om400-3,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,s2,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-07F,4,,403-07,om400-040,2023/8/22,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-07F,5,,402-07,om400-041,2023/8/22,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-07F,6,,409-07,om400-042,2023/8/22,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-08F,1,,406-08,om400-043,2023/9/22,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-08F,2,,401-08,om400-044,2023/9/22,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-08F,3,,408-08,om400-045,2023/9/22,,om400,om400-3,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,s2,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-08F,4,,403-08,om400-046,2023/9/22,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-08F,5,,402-08,om400-047,2023/9/22,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-08F,6,,409-08,om400-048,2023/9/22,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-09F,1,,406-09,om400-049,2023/11/28,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-09F,2,,401-09,om400-050,2023/11/28,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-09F,3,,408-09,om400-051,2023/11/28,,om400,om400-3,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,s2,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-09F,4,,403-09,om400-052,2023/11/28,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-09F,5,,402-09,om400-053,2023/11/28,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-09F,6,,409-09,om400-054,2023/11/28,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-10F,1,,406-10,om400-055,2023/12/21,,om400,om400-1,,,t,t,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
Osaka Metro,中央線系統,森之宮検車場,400系,,406-10F,2,,401-10,om400-056,2023/12/21,,om400,om400-2,,,m,m,夢洲,学研奈良登美ヶ丘,,,,,,,,,,,,,
